battery,Year,Car_Brand,Name,mileage_in_km,price_in_usd,AGM,battery_price
100Ah,2022,Mercedes-Benz,CLA 200,11440,,Y,47000
100Ah,2022,Mercedes-Benz,CLA 220,1950,,Y,47000
100Ah,2017,Mercedes-Benz,CLA 45 AMG,104000,27000,Y,47000
100Ah,2019,Mercedes-Benz,CLA 45 AMG,14116,82500,Y,47000
100Ah,2019,Mercedes-Benz,CLA 45 AMG,8737,81250,Y,47000
100Ah,2022,Mercedes-Benz,CLA 45 AMG,4700,,Y,47000
100Ah,2021,Mercedes-Benz,CLA 45 AMG,26000,,Y,47000
100Ah,2022,Mercedes-Benz,CLA 45 AMG,4589,,Y,47000
100Ah,2022,Mercedes-Benz,CLA 45 AMG,9160,,Y,47000
100Ah,2022,Mercedes-Benz,CLA 45 AMG,4303,,Y,47000
100Ah,2022,Mercedes-Benz,CLA 45 AMG,8000,,Y,47000
100Ah,2022,Mercedes-Benz,CLA 45 AMG,85000,,Y,47000
100Ah,2023,Mercedes-Benz,CLE 200,3000,100000,Y,47000
100Ah,2023,Mercedes-Benz,CLE 200,9000,92500,Y,47000
100Ah,2023,Mercedes-Benz,CLE 300,22,127500,Y,47000
100Ah,2023,Mercedes-Benz,CLE 53 AMG,394,97125,Y,47000
100Ah,2000,Mercedes-Benz,CLK 230,500000,3700,,47000
100Ah,2006,Mercedes-Benz,CLK 350,298000,5800,,47000
100Ah,2012,Mercedes-Benz,CLS 350,99000,24200,,47000
100Ah,2005,Mercedes-Benz,CLS 350,200000,12200,,47000
100Ah,2012,Mercedes-Benz,CLS 350,130000,26500,,47000
100Ah,2012,Mercedes-Benz,CLS 350,230000,20800,,47000
100Ah,2011,Mercedes-Benz,CLS 350,130000,15700,,47000
100Ah,2012,Mercedes-Benz,CLS 350,62000,34000,,47000
100Ah,2018,Mercedes-Benz,CLS 400,150000,76000,Y,47000
100Ah,2016,Mercedes-Benz,CLS 400,88514,35000,Y,47000
100Ah,2015,Mercedes-Benz,CLS 400,80950,36500,Y,47000
100Ah,2018,Mercedes-Benz,CLS 400,38226,78750,Y,47000
100Ah,2020,Mercedes-Benz,CLS 400,5788,88750,Y,47000
100Ah,2016,Mercedes-Benz,CLS 400,160934,43700,Y,47000
100Ah,2021,Mercedes-Benz,CLS 400,8000,75000,Y,47000
100Ah,2005,Mercedes-Benz,CLS 500,184000,12500,,47000
100Ah,2006,Mercedes-Benz,CLS 500,250000,9250,,47000
100Ah,2012,Mercedes-Benz,CLS 500,170000,28700,,47000
100Ah,2012,Mercedes-Benz,CLS 500,155000,27500,,47000
100Ah,2006,Mercedes-Benz,CLS 500,276436,8900,,47000
100Ah,2017,Mercedes-Benz,CLS 55 AMG,52000,52099,Y,47000
100Ah,2017,Mercedes-Benz,CLS 55 AMG,70000,50000,Y,47000
100Ah,2005,Mercedes-Benz,CLS 55 AMG,245000,16000,,47000
100Ah,2009,Mercedes-Benz,CLS 55 AMG,136000,16000,,47000
100Ah,2021,Mercedes-Benz,CLS 55 AMG,18400,,Y,47000
100Ah,2022,Mercedes-Benz,CLS 55 AMG,3001,,Y,47000
100Ah,2022,Mercedes-Benz,CLS 55 AMG,3500,,Y,47000
100Ah,2012,Mercedes-Benz,CLS 55 AMG,155000,27500,,47000
100Ah,2021,Mercedes-Benz,CLS 55 AMG,7450,,Y,47000
100Ah,2016,Mercedes-Benz,CLS 63 AMG,70000,58000,Y,47000
100Ah,2016,Porsche,Cayenne,125000,46500,Y,47000
100Ah,2016,Porsche,Cayenne,120000,47500,Y,47000
100Ah,2015,Porsche,Cayenne,103000,48000,Y,47000
100Ah,2016,Porsche,Cayenne,135185,46000,Y,47000
100Ah,2005,Porsche,Cayenne,180000,9500,,47000
100Ah,2011,Porsche,Cayenne,140000,24500,,47000
100Ah,2016,Porsche,Cayenne,48280,48000,Y,47000
100Ah,2009,Porsche,Cayenne,108000,17000,,47000
100Ah,2010,Porsche,Cayenne,159000,30000,,47000
100Ah,2007,Porsche,Cayenne,117000,12500,,47000
100Ah,2019,Porsche,Cayenne,40234,35000,Y,47000
100Ah,2005,Porsche,Cayenne,172000,10000,,47000
100Ah,2020,Porsche,Cayenne,50000,100000,Y,47000
100Ah,2022,Porsche,Cayenne,20,,Y,47000
100Ah,2021,Porsche,Cayenne,25,281250,Y,47000
100Ah,2019,Porsche,Cayenne,50000,122500,Y,47000
100Ah,2023,Porsche,Cayenne,15,,Y,47000
100Ah,2023,Porsche,Cayenne,10,,Y,47000
100Ah,2023,Porsche,Cayenne,63,,Y,47000
100Ah,2023,Porsche,Cayenne,25,,Y,47000
100Ah,2023,Porsche,Cayenne,10,,Y,47000
100Ah,2023,Porsche,Cayenne,25,,Y,47000
100Ah,2023,Porsche,Cayenne,10,,Y,47000
100Ah,2023,Porsche,Cayenne,1500,,Y,47000
100Ah,2023,Porsche,Cayenne,10,,Y,47000
100Ah,2023,Porsche,Cayenne,34,,Y,47000
100Ah,2021,Porsche,Cayenne,16,57000,Y,47000
100Ah,2022,Porsche,Cayenne,2950,,Y,47000
100Ah,2022,Porsche,Cayenne,200,,Y,47000
100Ah,2022,Porsche,Cayenne,7377,,Y,47000
100Ah,2022,Porsche,Cayenne,153,,Y,47000
100Ah,2022,Porsche,Cayenne,10,,Y,47000
100Ah,2022,Porsche,Cayenne,4660,,Y,47000
100Ah,2022,Porsche,Cayenne,7000,,Y,47000
100Ah,2022,Porsche,Cayenne,6999,,Y,47000
100Ah,2020,Porsche,Cayenne,16345,,Y,47000
100Ah,2021,Porsche,Cayenne,14000,131700,Y,47000
100Ah,2022,Porsche,Cayenne,5300,149000,Y,47000
100Ah,2019,Porsche,Cayenne,7935,32000,Y,47000
100Ah,2018,Porsche,Cayenne,12496,25125,Y,47000
100Ah,2014,Porsche,Cayenne,120000,26700,,47000
100Ah,2018,Porsche,Cayenne,10485,25250,Y,47000
100Ah,2021,Porsche,Cayenne,6114,37625,Y,47000
100Ah,2022,Porsche,Cayenne,20,,Y,47000
100Ah,2022,Porsche,Cayenne,50,281250,Y,47000
100Ah,2022,Porsche,Cayenne,15800,,Y,47000
100Ah,2022,Porsche,Cayenne,9900,,Y,47000
100Ah,2022,Porsche,Cayenne,20000,,Y,47000
100Ah,2022,Porsche,Cayenne,7900,,Y,47000
100Ah,2022,Porsche,Cayenne,8000,,Y,47000
100Ah,2008,Porsche,Cayenne,108000,17000,,47000
100Ah,2016,Porsche,Cayenne,125000,46500,Y,47000
100Ah,2016,Porsche,Cayenne,86905,47500,Y,47000
100Ah,2014,Porsche,Cayenne,149000,29500,,47000
100Ah,2008,Porsche,Cayenne,152000,16600,,47000
100Ah,2017,Porsche,Cayenne,120000,53000,Y,47000
100Ah,2022,Porsche,Cayenne,800,98000,Y,47000
100Ah,2023,Porsche,Cayenne,30,233750,Y,47000
100Ah,2011,Porsche,Cayenne,118000,27500,,47000
100Ah,2017,Porsche,Cayenne,18345,24250,Y,47000
100Ah,2021,Porsche,Cayenne,8197,39250,Y,47000
100Ah,2015,Dodge,Charger,170000,20000,,47000
100Ah,2020,Dodge,Charger,20000,42700,,47000
100Ah,2021,Dodge,Charger,59546,11250,,47000
100Ah,2020,Dodge,Charger,128748,10000,,47000
100Ah,2018,Dodge,Charger,51499,8750,,47000
100Ah,2019,Dodge,Charger,150000,23000,,47000
100Ah,2023,Dodge,Charger,25,,,47000
100Ah,2018,Dodge,Charger,19352,8250,,47000
100Ah,2017,Dodge,Charger,11732,8125,,47000
100Ah,2021,Dodge,Charger,5233,15250,,47000
100Ah,2019,Dodge,Charger,5471,11125,,47000
100Ah,2021,Dodge,Charger,64374,43000,,47000
100Ah,2019,Dodge,Charger,93342,28000,,47000
100Ah,2020,Dodge,Charger,107826,10000,,47000
100Ah,2021,Dodge,Charger,87709,15000,,47000
100Ah,2021,Dodge,Charger,6132,15500,,47000
100Ah,2008,Bentley,Continental GT,70000,37000,,47000
100Ah,2012,Bentley,Continental GT,134000,75000,,47000
100Ah,2007,Bentley,Continental GT,100000,,,47000
100Ah,2004,Mini,Cooper,178000,6500,,47000
100Ah,2019,Mini,Cooper,27346,5875,,47000
100Ah,2019,Mini,Cooper,61396,9750,,47000
100Ah,2022,Mini,Cooper,10831,11750,,47000
100Ah,2017,Mini,Cooper,77353,6125,,47000
100Ah,2013,Mini,Cooper,140000,9500,,47000
100Ah,2008,Mini,Cooper,166000,7500,,47000
100Ah,2023,Mini,Cooper,8995,28375,,47000
100Ah,2023,Mini,Cooper,2992,30000,,47000
100Ah,2017,Chevrolet,Cruze,157716,11200,,47000
100Ah,2012,Chevrolet,Cruze,250000,9000,,47000
100Ah,2016,Chevrolet,Cruze,103700,9800,,47000
100Ah,2016,Chevrolet,Cruze,156000,12100,,47000
100Ah,2018,Chevrolet,Cruze,152888,3125,,47000
100Ah,2019,Chevrolet,Cruze,30578,3125,,47000
100Ah,2018,Chevrolet,Cruze,152888,2500,,47000
100Ah,2019,Chevrolet,Cruze,85295,12500,,47000
100Ah,2017,Chevrolet,Cruze,157716,9700,,47000
100Ah,2017,Chevrolet,Cruze,162544,,,47000
100Ah,2016,Chevrolet,Cruze,112654,12900,,47000
100Ah,2018,Chevrolet,Cruze,239792,9900,,47000
100Ah,2018,Chevrolet,Cruze,77249,2750,,47000
100Ah,2017,Chevrolet,Cruze,119000,10370,,47000
100Ah,2018,Chevrolet,Cruze,112654,10500,,47000
100Ah,2016,Chevrolet,Cruze,109000,10500,,47000
100Ah,2017,Chevrolet,Cruze,126334,11500,,47000
100Ah,2017,Chevrolet,Cruze,112654,6000,,47000
100Ah,2016,Chevrolet,Cruze,177028,9900,,47000
100Ah,2019,Chevrolet,Cruze,64374,3375,,47000
100Ah,2018,Chevrolet,Cruze,94951,2500,,47000
100Ah,2019,Chevrolet,Cruze,70000,13000,,47000
100Ah,2017,Chevrolet,Cruze,21596,3625,,47000
100Ah,2018,Chevrolet,Cruze,93342,11500,,47000
100Ah,2017,Chevrolet,Cruze,90000,11500,,47000
100Ah,2019,Chevrolet,Cruze,7362,4000,,47000
100Ah,2018,Chevrolet,Cruze,8221,3875,,47000
100Ah,2017,Chevrolet,Cruze,12774,3375,,47000
100Ah,2018,Chevrolet,Cruze,10362,3500,,47000
100Ah,2017,Chevrolet,Cruze,12935,3375,,47000
100Ah,2018,Chevrolet,Cruze,10932,3875,,47000
100Ah,2018,Chevrolet,Cruze,135185,10500,,47000
100Ah,2016,Chevrolet,Cruze,124000,8700,,47000
100Ah,2018,Chevrolet,Cruze,90123,11802,,47000
100Ah,2019,Chevrolet,Cruze,35000,11000,,47000
100Ah,2016,Chevrolet,Cruze,94000,13000,,47000
100Ah,2017,Chevrolet,Cruze,99000,10400,,47000
100Ah,2016,Chevrolet,Cruze,22734,2500,,47000
100Ah,2016,Chevrolet,Cruze,102000,12500,,47000
100Ah,2019,Chevrolet,Cruze,90000,2750,,47000
100Ah,2018,Chevrolet,Cruze,144841,2500,,47000
100Ah,2018,Chevrolet,Cruze,16258,3500,,47000
100Ah,2017,Chevrolet,Cruze,16934,3375,,47000
100Ah,2016,Chevrolet,Cruze,173809,9500,,47000
100Ah,2019,Chevrolet,Cruze,11654,4000,,47000
100Ah,2016,Mercedes-Benz,E 200,155000,26800,Y,47000
100Ah,2012,Mercedes-Benz,E 200,152000,20000,,47000
100Ah,2019,Mercedes-Benz,E 200,101000,30900,Y,47000
100Ah,2019,Mercedes-Benz,E 200,59000,49000,Y,47000
100Ah,2014,Mercedes-Benz,E 200,128900,19000,,47000
100Ah,2015,Mercedes-Benz,E 200,82000,26000,Y,47000
100Ah,2020,Mercedes-Benz,E 200,16000,57000,Y,47000
100Ah,1996,Mercedes-Benz,E 200,380000,5200,,47000
100Ah,2016,Mercedes-Benz,E 200,133576,36500,Y,47000
100Ah,2015,Mercedes-Benz,E 200,128000,21000,Y,47000
100Ah,2015,Mercedes-Benz,E 200,40000,41000,Y,47000
100Ah,2023,Mercedes-Benz,E 200,45,151250,Y,47000
100Ah,2023,Mercedes-Benz,E 200,205,147500,Y,47000
100Ah,2023,Mercedes-Benz,E 200,10,142500,Y,47000
100Ah,2023,Mercedes-Benz,E 200,10,140000,Y,47000
100Ah,2023,Mercedes-Benz,E 200,10,140000,Y,47000
100Ah,2023,Mercedes-Benz,E 200,10,140000,Y,47000
100Ah,2017,Mercedes-Benz,E 200,210000,42700,Y,47000
100Ah,2021,Mercedes-Benz,E 200,120000,43700,Y,47000
100Ah,2023,Mercedes-Benz,E 200,4700,,Y,47000
100Ah,2017,Mercedes-Benz,E 200,56327,45000,Y,47000
100Ah,2020,Mercedes-Benz,E 200,49000,47250,Y,47000
100Ah,2021,Mercedes-Benz,E 200,11000,51700,Y,47000
100Ah,2021,Mercedes-Benz,E 200,19800,,Y,47000
100Ah,2020,Mercedes-Benz,E 200,31868,,Y,47000
100Ah,2022,Mercedes-Benz,E 200,8500,,Y,47000
100Ah,2022,Mercedes-Benz,E 200,20000,74000,Y,47000
100Ah,2022,Mercedes-Benz,E 200,21000,76700,Y,47000
100Ah,2022,Mercedes-Benz,E 200,27000,79700,Y,47000
100Ah,2019,Mercedes-Benz,E 200,118000,45700,Y,47000
100Ah,2018,Mercedes-Benz,E 200,37000,40000,Y,47000
100Ah,2010,Mercedes-Benz,E 200,183000,13700,,47000
100Ah,1997,Mercedes-Benz,E 200,286630,5700,,47000
100Ah,2016,Mercedes-Benz,E 200,195000,28000,Y,47000
100Ah,2018,Mercedes-Benz,E 200,16947,15125,Y,47000
100Ah,2023,Mercedes-Benz,E 220,10,156250,Y,47000
100Ah,2023,Mercedes-Benz,E 220,10,155000,Y,47000
100Ah,2023,Mercedes-Benz,E 220,10,135000,Y,47000
100Ah,2022,Mercedes-Benz,E 220,50,,Y,47000
100Ah,2024,Mercedes-Benz,E 220,10,,Y,47000
100Ah,2024,Mercedes-Benz,E 220,10,,Y,47000
100Ah,2024,Mercedes-Benz,E 220,20,,Y,47000
100Ah,2024,Mercedes-Benz,E 220,10,,Y,47000
100Ah,2017,Mercedes-Benz,E 220,245000,31900,Y,47000
100Ah,1996,Mercedes-Benz,E 230,340000,5500,,47000
100Ah,1997,Mercedes-Benz,E 230,311000,5000,,47000
100Ah,1978,Mercedes-Benz,E 230,200000,6500,,47000
100Ah,1996,Mercedes-Benz,E 230,165000,5300,,47000
100Ah,1992,Mercedes-Benz,E 230,210000,5500,,47000
100Ah,2004,Mercedes-Benz,E 240,150000,8000,,47000
100Ah,2017,Mercedes-Benz,E 250,170000,36000,Y,47000
100Ah,1994,Mercedes-Benz,E 280,230000,8000,,47000
100Ah,2017,Mercedes-Benz,E 300,120701,40000,Y,47000
100Ah,2018,Mercedes-Benz,E 300,80145,45000,Y,47000
100Ah,2017,Mercedes-Benz,E 300,102998,41000,Y,47000
100Ah,2018,Mercedes-Benz,E 300,62000,35000,Y,47000
100Ah,2018,Mercedes-Benz,E 300,125529,49000,Y,47000
100Ah,2018,Mercedes-Benz,E 300,75000,40000,Y,47000
100Ah,2018,Mercedes-Benz,E 300,43000,41800,Y,47000
100Ah,2018,Mercedes-Benz,E 300,160934,39000,Y,47000
100Ah,2019,Mercedes-Benz,E 300,18347,16500,Y,47000
100Ah,2017,Mercedes-Benz,E 300,21978,12625,Y,47000
100Ah,2018,Mercedes-Benz,E 300,18985,15250,Y,47000
100Ah,2018,Mercedes-Benz,E 300,102000,35900,Y,47000
100Ah,2023,Mercedes-Benz,E 300,9000,137500,Y,47000
100Ah,2019,Mercedes-Benz,E 300,68000,49000,Y,47000
100Ah,2023,Mercedes-Benz,E 300,20,,Y,47000
100Ah,2023,Mercedes-Benz,E 300,10,,Y,47000
100Ah,2023,Mercedes-Benz,E 300,20,,Y,47000
100Ah,2023,Mercedes-Benz,E 300,20,,Y,47000
100Ah,2017,Mercedes-Benz,E 300,120000,40500,Y,47000
100Ah,2020,Mercedes-Benz,E 300,45000,51700,Y,47000
100Ah,2022,Mercedes-Benz,E 300,22250,,Y,47000
100Ah,2021,Mercedes-Benz,E 300,28511,,Y,47000
100Ah,2021,Mercedes-Benz,E 300,20839,,Y,47000
100Ah,2021,Mercedes-Benz,E 300,25000,,Y,47000
100Ah,2021,Mercedes-Benz,E 300,44763,,Y,47000
100Ah,2021,Mercedes-Benz,E 300,4000,,Y,47000
100Ah,2017,Mercedes-Benz,E 300,65000,45000,Y,47000
100Ah,2019,Mercedes-Benz,E 300,66000,39900,Y,47000
100Ah,2019,Mercedes-Benz,E 300,77249,28750,Y,47000
100Ah,2019,Mercedes-Benz,E 300,77249,28750,Y,47000
100Ah,2017,Mercedes-Benz,E 300,19358,12875,Y,47000
100Ah,2018,Mercedes-Benz,E 300,109435,19375,Y,47000
100Ah,2017,Mercedes-Benz,E 300,58000,36500,Y,47000
100Ah,2017,Mercedes-Benz,E 300,16993,15125,Y,47000
100Ah,2003,Mercedes-Benz,E 320,165000,12346,,47000
100Ah,2000,Mercedes-Benz,E 320,350000,8200,,47000
100Ah,2004,Mercedes-Benz,E 320,180000,12000,,47000
100Ah,2003,Mercedes-Benz,E 320,342000,7800,,47000
100Ah,2002,Mercedes-Benz,E 320,143000,10800,,47000
100Ah,2002,Mercedes-Benz,E 320,187000,12000,,47000
100Ah,2000,Mercedes-Benz,E 320,285000,6700,,47000
100Ah,2004,Mercedes-Benz,E 320,387000,8400,,47000
100Ah,2000,Mercedes-Benz,E 320,147000,5556,,47000
100Ah,2004,Mercedes-Benz,E 320,240000,9300,,47000
100Ah,2002,Mercedes-Benz,E 320,161000,10700,,47000
100Ah,2002,Mercedes-Benz,E 320,267707,8000,,47000
100Ah,2002,Mercedes-Benz,E 320,130000,12500,,47000
100Ah,1995,Mercedes-Benz,E 320,287000,4500,,47000
100Ah,2002,Mercedes-Benz,E 320,211000,7400,,47000
100Ah,2011,Mercedes-Benz,E 320,210000,14500,,47000
100Ah,1999,Mercedes-Benz,E 320,213000,8100,,47000
100Ah,2004,Mercedes-Benz,E 320,265000,8100,,47000
100Ah,2006,Mercedes-Benz,E 350,285000,,,47000
100Ah,2009,Mercedes-Benz,E 350,135000,18000,,47000
100Ah,2012,Mercedes-Benz,E 350,96561,23500,,47000
100Ah,2012,Mercedes-Benz,E 350,148000,20000,,47000
100Ah,2006,Mercedes-Benz,E 350,150000,13000,,47000
100Ah,2008,Mercedes-Benz,E 350,300000,11000,,47000
100Ah,2008,Mercedes-Benz,E 350,329000,11200,,47000
100Ah,2007,Mercedes-Benz,E 350,193000,11500,,47000
100Ah,2005,Mercedes-Benz,E 350,289000,10200,,47000
100Ah,2014,Mercedes-Benz,E 350,177028,25500,,47000
100Ah,2021,Mercedes-Benz,E 350,38932,39625,Y,47000
100Ah,2021,Mercedes-Benz,E 350,44901,39625,Y,47000
100Ah,2021,Mercedes-Benz,E 350,43793,44625,Y,47000
100Ah,2021,Mercedes-Benz,E 350,79830,27125,Y,47000
100Ah,2021,Mercedes-Benz,E 350,73410,27125,Y,47000
100Ah,2022,Mercedes-Benz,E 350,26876,39625,Y,47000
100Ah,2011,Mercedes-Benz,E 350,289682,16000,,47000
100Ah,2007,Mercedes-Benz,E 350,22000,10500,,47000
100Ah,2007,Mercedes-Benz,E 350,250000,8600,,47000
100Ah,2006,Mercedes-Benz,E 350,200000,9500,,47000
100Ah,2005,Mercedes-Benz,E 350,200000,8700,,47000
100Ah,2008,Mercedes-Benz,E 350,214000,10000,,47000
100Ah,2010,Mercedes-Benz,E 350,67000,18800,,47000
100Ah,2014,Mercedes-Benz,E 350,135185,25500,,47000
100Ah,2014,Mercedes-Benz,E 350,149000,25500,,47000
100Ah,2010,Mercedes-Benz,E 350,257495,15800,,47000
100Ah,2008,Mercedes-Benz,E 350,137000,13000,,47000
100Ah,2009,Mercedes-Benz,E 350,180000,14000,,47000
100Ah,2010,Mercedes-Benz,E 350,194634,17300,,47000
100Ah,2023,Mercedes-Benz,E 350,10673,52125,Y,47000
100Ah,2023,Mercedes-Benz,E 350,19819,47125,Y,47000
100Ah,2019,Mercedes-Benz,E 350,9700,82500,Y,47000
100Ah,2011,Mercedes-Benz,E 350,265000,13500,,47000
100Ah,2015,Mercedes-Benz,E 350,100000,29700,Y,47000
100Ah,2005,Mercedes-Benz,E 350,320000,10500,,47000
100Ah,2013,Mercedes-Benz,E 350,85000,22500,,47000
100Ah,2013,Mercedes-Benz,E 350,120000,19700,,47000
100Ah,2009,Mercedes-Benz,E 350,168000,21000,,47000
100Ah,2007,Mercedes-Benz,E 350,305775,11000,,47000
100Ah,2007,Mercedes-Benz,E 350,205000,10600,,47000
100Ah,2011,Mercedes-Benz,E 350,139000,15700,,47000
100Ah,2006,Mercedes-Benz,E 350,190000,9500,,47000
100Ah,2014,Mercedes-Benz,E 350,97000,26000,,47000
100Ah,2006,Mercedes-Benz,E 350,230000,,,47000
100Ah,2010,Mercedes-Benz,E 350,91000,25000,,47000
100Ah,2010,Mercedes-Benz,E 350,106000,17900,,47000
100Ah,2008,Mercedes-Benz,E 350,200000,12000,,47000
100Ah,2021,Mercedes-Benz,E 350,54718,30000,Y,47000
100Ah,2012,Mercedes-Benz,E 350,144000,19000,,47000
100Ah,2016,Mercedes-Benz,E 350,80430,6250,Y,47000
100Ah,2020,Mercedes-Benz,E 350,8173,22625,Y,47000
100Ah,2011,Mercedes-Benz,E 350,209215,13900,,47000
100Ah,2018,Mercedes-Benz,E 400,9900,65000,Y,47000
100Ah,2019,Mercedes-Benz,E 400,70000,58700,Y,47000
100Ah,2017,Mercedes-Benz,E 400,112000,33700,Y,47000
100Ah,2018,Mercedes-Benz,E 400,80000,48000,Y,47000
100Ah,2018,Mercedes-Benz,E 43 AMG,48000,50000,Y,47000
100Ah,2018,Mercedes-Benz,E 43 AMG,84598,47062.5,Y,47000
100Ah,2021,Mercedes-Benz,E 450,25750,75000,Y,47000
100Ah,2020,Mercedes-Benz,E 450,32500,65000,Y,47000
100Ah,2022,Mercedes-Benz,E 450,17672,59625,Y,47000
100Ah,2023,Mercedes-Benz,E 450,18374,59625,Y,47000
100Ah,2023,Mercedes-Benz,E 450,20508,52125,Y,47000
100Ah,2020,Mercedes-Benz,E 450,12337,,Y,47000
100Ah,2022,Mercedes-Benz,E 450,16600,,Y,47000
100Ah,2021,Mercedes-Benz,E 450,15000,72900,Y,47000
100Ah,2023,Mercedes-Benz,E 450,10556,91250,Y,47000
100Ah,2023,Mercedes-Benz,E 50 AMG,6098,84625,Y,47000
100Ah,2022,Mercedes-Benz,E 50 AMG,11771,,Y,47000
100Ah,2021,Mercedes-Benz,E 50 AMG,8600,,Y,47000
100Ah,2021,Mercedes-Benz,E 50 AMG,14590,,Y,47000
100Ah,2020,Mercedes-Benz,E 500,30000,,Y,47000
100Ah,2011,Mercedes-Benz,E 500,180000,22700,,47000
100Ah,2023,Mercedes-Benz,E 55,394,106125,Y,47000
100Ah,2019,Mercedes-Benz,E 55 AMG,20000,82500,Y,47000
100Ah,2019,Mercedes-Benz,E 55 AMG,26000,,Y,47000
100Ah,2019,Mercedes-Benz,E 63 AMG,27708,51250,Y,47000
100Ah,2022,Mercedes-Benz,E 63 AMG,51,172125,Y,47000
100Ah,2022,Mercedes-Benz,E 63 AMG,33000,146250,Y,47000
100Ah,2021,Mercedes-Benz,E 63 AMG,23000,137500,Y,47000
100Ah,2020,Mercedes-Benz,E 63 AMG,23000,141250,Y,47000
100Ah,2020,Mercedes-Benz,E 63 AMG,44000,138750,Y,47000
100Ah,2020,Mercedes-Benz,E 63 AMG,31000,123750,Y,47000
100Ah,2020,Mercedes-Benz,E 63 AMG,26940,,Y,47000
100Ah,2022,Mercedes-Benz,E 63 AMG,10,,Y,47000
100Ah,2022,Mercedes-Benz,E 63 AMG,40,,Y,47000
100Ah,2022,Mercedes-Benz,E 63 AMG,50,,Y,47000
100Ah,2022,Mercedes-Benz,E 63 AMG,40,,Y,47000
100Ah,2021,Mercedes-Benz,E 63 AMG,6000,,Y,47000
100Ah,2021,Mercedes-Benz,E 63 AMG,22000,,Y,47000
100Ah,2007,Chevrolet,Epica,263000,6000,,47000
100Ah,2019,Cadillac,Escalade,77249,20625,,47000
100Ah,2019,Cadillac,Escalade,93342,80000,,47000
100Ah,2018,Cadillac,Escalade,160000,85000,,47000
100Ah,2023,Cadillac,Escalade,10,227500,,47000
100Ah,2023,Cadillac,Escalade,10,227500,,47000
100Ah,2023,Cadillac,Escalade,10,216250,,47000
100Ah,2023,Cadillac,Escalade,20,216250,,47000
100Ah,2023,Cadillac,Escalade,10,213750,,47000
100Ah,2023,Cadillac,Escalade,10,222500,,47000
100Ah,2023,Cadillac,Escalade,10,216250,,47000
100Ah,2023,Cadillac,Escalade,30,211250,,47000
100Ah,2023,Cadillac,Escalade,10,212500,,47000
100Ah,2023,Cadillac,Escalade,10,212500,,47000
100Ah,2023,Cadillac,Escalade,10,215000,,47000
100Ah,2023,Cadillac,Escalade,10,236250,,47000
100Ah,2022,Cadillac,Escalade,10,206250,,47000
100Ah,2023,Cadillac,Escalade,6000,228750,,47000
100Ah,2022,Cadillac,Escalade,1800,250000,,47000
100Ah,2022,Cadillac,Escalade,6000,216250,,47000
100Ah,2023,Cadillac,Escalade,6000,210000,,47000
100Ah,2017,Cadillac,Escalade,53108,83000,,47000
100Ah,2021,Cadillac,Escalade,23000,,,47000
100Ah,2016,Cadillac,Escalade,80000,68000,,47000
100Ah,2021,Cadillac,Escalade,9000,89000,,47000
100Ah,2016,Cadillac,Escalade,100000,68000,,47000
100Ah,2017,Cadillac,Escalade,125000,68000,,47000
100Ah,2022,Cadillac,Escalade,10,,,47000
100Ah,2024,Cadillac,Escalade,101,139625,,47000
100Ah,2024,Cadillac,Escalade,1955,102125,,47000
100Ah,2023,Cadillac,Escalade,19008,104625,,47000
100Ah,2023,Cadillac,Escalade,7371,109625,,47000
100Ah,2023,Cadillac,Escalade,7371,109625,,47000
100Ah,2023,Cadillac,Escalade,12014,99625,,47000
100Ah,2024,Cadillac,Escalade,317,114625,,47000
100Ah,2023,Cadillac,Escalade,63981,84625,,47000
100Ah,2017,Jaguar,F-Pace,62000,,Y,47000
100Ah,2017,Jaguar,F-Pace,107000,32000,Y,47000
100Ah,2019,Jaguar,F-Pace,7826,68000,Y,47000
100Ah,2019,Jaguar,F-Pace,150000,43700,Y,47000
100Ah,2018,Jaguar,F-Pace,98000,38000,Y,47000
100Ah,2018,Jaguar,F-Pace,70811,35000,Y,47000
100Ah,2023,Jaguar,F-Pace,14474,55000,Y,47000
100Ah,2020,Jaguar,F-Pace,39540,32500,Y,47000
100Ah,2023,Jaguar,F-Pace,15255,53750,Y,47000
100Ah,2022,Bentley,Flying Spur,2000,330000,Y,47000
100Ah,2021,Bentley,Flying Spur,14568,,Y,47000
100Ah,2022,Bentley,Flying Spur,9500,,Y,47000
100Ah,2022,Bentley,Flying Spur,4650,,Y,47000
100Ah,2022,Bentley,Flying Spur,13000,280000,Y,47000
100Ah,2022,Bentley,Flying Spur,9500,,Y,47000
100Ah,2022,Bentley,Flying Spur,4500,,Y,47000
100Ah,2004,Mercedes-Benz,G 500,230000,32000,,47000
100Ah,2013,Mercedes-Benz,G 500,96000,67000,,47000
100Ah,2007,Mercedes-Benz,G 500,160000,44700,,47000
100Ah,2008,Mercedes-Benz,G 500,210000,44000,,47000
100Ah,1999,Mercedes-Benz,G 500,148000,24800,,47000
100Ah,2002,Mercedes-Benz,G 500,170000,35000,,47000
100Ah,2014,Mercedes-Benz,G 500,68000,68000,,47000
100Ah,2012,Mercedes-Benz,G 500,190000,60000,,47000
100Ah,2018,Mercedes-Benz,G 500,79000,70800,Y,47000
100Ah,2009,Mercedes-Benz,G 500,162000,49000,,47000
100Ah,2015,Mercedes-Benz,G 500,11111,,Y,47000
100Ah,2003,Mercedes-Benz,G 500,311000,33000,,47000
